0,010822
0,220515
0,090247
0,105283
0,195429
0,210938
0,144737
0,234783
0,166257
0,090324
0,059122
0,042013
0,000850
0,237192
0,208261
0,019108
0,080631
0,133022
0,034263
0,190747
0,152546
0,073470
0,094967
0,135172
0,039948
0,113273
0,064368
0,130805
0,121541
0,237511
0,157317
0,132364
0,208026
0,247564
0,237646
0,153455
0,208503
0,132383
0,138238
0,124759
0,222707
0,197359
0,166773
0,223557
0,184552
0,125033
0,242665
0,015183
0,008055
0,026928
0,205930
0,160601
0,100398
0,050897
0,045772
0,140346
0,164170
0,110141
0,021151
0,035712
0,097652
0,178468
0,168075
0,055678
0,176032
0,155722
0,209133
0,134535
0,038105
0,097371
0,009294
0,010812
0,044730
0,176067
0,234369
0,229282
0,051100
0,227034
0,244465
0,059155
0,003962
0,200395
0,219756
0,104360
0,001293
0,015529
0,244706
0,165463
0,125669
0,015857
0,201175
0,223321
0,194325
0,119250
0,028999
0,120357
0,024972
0,238132
0,004891
0,063077
0,085503
0,014185
0,073889
0,130233
0,190252
0,058258
0,109515
0,241352
0,035292
0,103980
0,050507
0,039255
0,054375
0,020263
0,143615
0,055668
0,035791
0,138322
0,221131
0,161461
0,154179
0,172305
0,134782
0,098503
0,041555
0,163781
0,218860
0,066527
0,151913
0,223752
0,129603
0,237416
0,237937
0,203492
0,117649
0,178189
0,011751
0,227163
0,169541
0,047043
0,081143
0,220047
0,086298
0,135518
0,240310
0,229913
0,191186
0,026101
0,118234
0,162317
0,187561
0,022413
0,084622
0,072343
0,120916
0,126177
0,236124
0,089776
0,192704
0,138037
0,063528
0,072307
0,125453
0,051465
0,025800
0,243101
0,229654
0,037550
0,220265
0,149194
0,084593
0,051408
0,119241
0,170891
0,186926
0,109551
0,150804
0,128112
0,135652
0,019038
0,040429
0,073213
0,041451
0,125051
0,145556
0,162367
0,001228
0,131680
0,002144
0,193932
0,019717
0,065671
0,016239
0,145169
0,117136
0,042039
0,138271
0,096790
0,079589
0,108535
0,245985
0,164183
0,159943
0,115226
0,085073
0,096870
0,224777
0,235877
0,224982
0,110429
0,004915
0,015411
0,183642
0,046366
0,140462
0,079198
0,208733
0,141690
0,210878
0,210877
0,085622
0,230595
0,026548
0,101861
0,125764
0,143685
0,143900
0,014035
0,240475
0,223489
0,122570
0,236460
0,137672
0,032513
0,101686
0,222745
0,129383
0,076464
0,208623
0,104364
0,186893
0,213538
0,119775
0,120535
0,009904
0,010237
0,199733
0,218637
0,151926
0,160610
0,179514
0,237548
0,141205
0,206062
0,089409
0,016969
